address_norm,address_raw,provider_name,clinic_name,confidence,evidence,provider_row_index,clinic_row_index
1700 E CLIFF DR BLDG A STE 200 EL PASO TX 79902,"1700 E Cliff Dr Bldg. A, Suite 200, El Paso, TX 79902, United States","Abraham Gonzalez, MD, FACC",Center of the Heart - A Providence Medical Partners Practice,0.93,Provider listing on Providence Medical Partners; shared phone number and address group matches the 'Center of the Heart' practice.,1182,134.0
1700 N OREGON ST 570 EL PASO TX 79902,"1700 N Oregon St # 570, El Paso, TX 79902, United States","Madison Yachcik, DO",Las Palmas Del Sol Obstetrics/Gynecology - West,0.93,Provider profile is hosted on womenscareofelpaso.com and shares the same phone number as the clinic listing,376,1109.0
1700 N OREGON ST EL PASO TX 79902,"1700 N Oregon St, El Paso, TX 79902, United States",Eleje Augustine MD,Las Palmas Dialysis Center,0.62,Only clinic/facility listed at this address is Las Palmas Dialysis Center,62,157.0
1700 N OREGON ST EL PASO TX 79902,"1700 N Oregon St, El Paso, TX 79902, United States","Dr. Kumuda R. Pradhan, MD",Las Palmas Dialysis Center,0.62,Only clinic/facility listed at this address is Las Palmas Dialysis Center,251,157.0
1700 N OREGON ST EL PASO TX 79902,"1700 N Oregon St, El Paso, TX 79902, United States","Dr. Leticia S. Hernandez, MD",Las Palmas Dialysis Center,0.62,Only clinic/facility listed at this address is Las Palmas Dialysis Center,1179,157.0
1700 N OREGON ST STE 710 EL PASO TX 79902,"1700 N Oregon St Suite 710, El Paso, TX 79902, United States",Dr. Carol Abalihi,Neurosurgical Specialists Of El Paso - West,0.7,Only clinic/facility record at this address; provider likely practices within the neurosurgical group located there.,1136,1337.0
1700 N OREGON ST STE 755 EL PASO TX 79902,"1700 N Oregon St Suite 755, El Paso, TX 79902, United States","Dorovenia Hawkins-Koch, MD, DO",El Paso Perinatology,0.6,Same address group and same phone number; only one explicit clinic entity in the group.,751,49.0
1700 N OREGON ST STE 755 EL PASO TX 79902,"1700 N Oregon St Suite 755, El Paso, TX 79902, United States","Angel Rios, MD",El Paso Perinatology,0.6,Same address group and same phone number; only one explicit clinic entity in the group.,806,49.0
1724 WESTON BRENT LN EL PASO TX 79935,"1724 Weston Brent Ln, El Paso, TX 79935, United States","Dr. Virabandith V. Songbandith, MD",Well Med-Senior Clinic,0.92,"Same address group and same phone number as the clinic, suggesting provider practices at that clinic.",1010,994.0
1724 WESTON BRENT LN EL PASO TX 79935,"1724 Weston Brent Ln, El Paso, TX 79935, United States","Dr. Christine K. Hernandez, MD",Well Med-Senior Clinic,0.92,"Same address group and same phone number as the clinic, suggesting provider practices at that clinic.",1019,994.0
1745 AVENIDA DE MERCADO LAS CRUCES NM 88005,"1745 Avenida de Mercado, Las Cruces, NM 88005, United States","Dr. Saul D. Burciaga, MD",Las Cruces Primary Care LLC,0.92,"Same phone number and website as Las Cruces Primary Care LLC, indicating provider practices at that clinic.",1206,1197.0
1800 N MESA ST STE 200 EL PASO TX 79902,"1800 N Mesa St Suite 200, El Paso, TX 79902, United States","Brion A. Gluck, MD, FACOG",Providence Women's Health Partners - Mesa,0.92,Same phone number and provider website aligns with Providence Women's Health Partners - Mesa.,810,43.0
1800 N MESA ST STE 200 EL PASO TX 79902,"1800 N Mesa St Suite 200, El Paso, TX 79902, United States","Jennifer Orr, MD",Providence Women's Health Partners - Mesa,0.86,Same phone number/address group; provider listed under Providence Medical Partners and likely practices at this location.,1183,43.0
1801 N OREGON ST EL PASO TX 79902,"1801 N Oregon St, El Paso, TX 79902, United States",Dr. Michael Payne,Las Palmas Medical Center,0.75,"Only clinic at this address group is Las Palmas Medical Center, so provider most likely affiliated",281,106.0
1801 N OREGON ST EL PASO TX 79902,"1801 N Oregon St, El Paso, TX 79902, United States",Dr. Armando Molina,Las Palmas Medical Center,0.94,"Provider shares the same phone number as Las Palmas Medical Center, indicating affiliation",282,106.0
1810 MURCHISON DR 300 EL PASO TX 79902,"1810 Murchison Dr # 300, El Paso, TX 79902, United States","Cesar Israel Sandate, DO",WellMed at Murchison,0.95,Same address group and shared phone number; WellMed provider profile likely affiliated with the WellMed at Murchison location.,240,20.0
1810 MURCHISON DR 300 EL PASO TX 79902,"1810 Murchison Dr # 300, El Paso, TX 79902, United States","Gustavo Iturralde Arriaga, NP",WellMed at Murchison,0.95,Same address group and shared phone number; WellMed provider profile likely affiliated with the WellMed at Murchison location.,963,20.0
1900 DENVER AVE EL PASO TX 79902,"1900 Denver Ave, El Paso, TX 79902, United States","Dr. Arthur L. Ramirez, MD",El Paso Behavioral Health System,0.96,Provider shares the same phone number and website domain as El Paso Behavioral Health System,1097,132.0
200 LISBON ST EL PASO TX 79905,"200 Lisbon St, El Paso, TX 79905, United States","Dr. Juan F. Loya, MD",Centro De Salud Familiar La Fe,0.72,Only clinic/facility entity at this address; provider likely associated with the health center at the same location.,422,367.0
2000 B WOODROW BEAN TRANSMOUNTAIN DR STE 200 EL PASO TX 79911,"2000 B Woodrow Bean Transmountain Dr Suite 200, El Paso, TX 79911, United States","Linda S. Lacy, MD",Advanced Center for Women's Health at Providence,0.86,Provider shares the same phone number as Advanced Center for Women's Health at Providence,600,576.0
2000 B WOODROW BEAN TRANSMOUNTAIN DR STE 200 EL PASO TX 79911,"2000 B Woodrow Bean Transmountain Dr Suite 200, El Paso, TX 79911, United States","Javier Arenas, MD",Advanced Center for Women's Health at Providence,0.7,Provider is listed on Providence Medical Partners site and the only Providence-branded clinic in this address group is the Advanced Center for Women's Health at Providence,602,576.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States",Providence Memorial Hospital: Compton Michael D MD,The Hospitals of Providence Memorial Campus,0.87,Provider listing explicitly references Providence Memorial Hospital/Memorial Campus page,263,112.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States",Dr. Samir Joshi,The Hospitals of Providence Memorial Campus,0.7,Same address/phone as Memorial Campus; best match is main hospital campus,283,112.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States",Ortega Rae L MD,The Hospitals of Providence Memorial Campus,0.7,Same address/phone as Memorial Campus; best match is main hospital campus,1088,112.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States",Burns Tania D MD,The Hospitals of Providence Memorial Campus,0.7,Same address/phone as Memorial Campus; best match is main hospital campus,1093,112.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States",Gassen Joseph A MD,The Hospitals of Providence Memorial Campus,0.7,Same address/phone as Memorial Campus; best match is main hospital campus,1095,112.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States",Louis Torres PA-C,The Hospitals of Providence Memorial Campus,0.7,Same address; likely affiliated with Memorial Campus hospital facility,1125,112.0
2001 N OREGON ST EL PASO TX 79902,"2001 N Oregon St, El Paso, TX 79902, United States","Dr. Elaine M. Barron, MD",The Hospitals of Providence Memorial Campus,0.7,Same address/phone as Memorial Campus; best match is main hospital campus,1134,112.0
2030 N MESA ST EL PASO TX 79902,"2030 N Mesa St, El Paso, TX 79902, United States","Dr. Sergio Ibarra, MD",Southwest Urgent Care Center,0.62,Only clinic/facility listed at this address group; provider likely associated though phone differs,75,6.0
2121 WYOMING AVE EL PASO TX 79903,"2121 Wyoming Ave, El Paso, TX 79903, United States",Juan G. Becerra MD,Medical Services of the Border,0.92,Same phone number and website domain (epmedicalborder.com) as the clinic record,323,92.0
2121 WYOMING AVE EL PASO TX 79903,"2121 Wyoming Ave, El Paso, TX 79903, United States","Luis Carlos Ortiz, MD",Medical Services of the Border,0.86,Same phone number as the clinic record at this address,336,92.0
221 N KANSAS ST 1501 EL PASO TX 79901,"221 N Kansas St #1501, El Paso, TX 79901, United States",Dr. Clyde C. Clybourn,,0.7,No clinic/facility record provided in this address group to link the provider to.,71,
221 N KANSAS ST 1501 EL PASO TX 79901,"221 N Kansas St #1501, El Paso, TX 79901, United States",Dr. Jaime Square,,0.7,No clinic/facility record provided in this address group to link the provider to.,81,
2260 TRAWOOD DR STE C EL PASO TX 79935,"2260 Trawood Dr SUITE C, El Paso, TX 79935, United States","Jose Medrano, NP",WellMed at Trawood,0.93,Same address group and shared phone number; all pages are under WellMed domain and location record exists.,1021,866.0
2260 TRAWOOD DR STE C EL PASO TX 79935,"2260 Trawood Dr SUITE C, El Paso, TX 79935, United States","Michael Robert Esquivel, PA",WellMed at Trawood,0.93,Same address group and shared phone number; all pages are under WellMed domain and location record exists.,1024,866.0
2260 TRAWOOD DR STE C EL PASO TX 79935,"2260 Trawood Dr SUITE C, El Paso, TX 79935, United States","Jie Wu, MD",WellMed at Trawood,0.93,Same address group and shared phone number; all pages are under WellMed domain and location record exists.,1029,866.0
2311 N MESA ST STE J EL PASO TX 79902,"2311 N Mesa St Ste J, El Paso, TX 79902, United States",Roberto Gonzalez MD,Borderland Primary Care PA,0.9,"Provider and clinic share the same address group and phone number, suggesting affiliation",386,66.0
2325 PERSHING DR EL PASO TX 79903,"2325 Pershing Dr, El Paso, TX 79903, United States",Valle-Moore Raquel,"Paso Del Norte Pediatrics, P.A.",0.9,Same address group and shared phone/website domain indicates provider associated with Paso Del Norte Pediatrics,316,307.0
2325 PERSHING DR EL PASO TX 79903,"2325 Pershing Dr, El Paso, TX 79903, United States",Gutierrez Carlos A MD,"Paso Del Norte Pediatrics, P.A.",0.92,Same phone and clinic website suggests Dr. Gutierrez practices at Paso Del Norte Pediatrics,333,307.0
2325 PERSHING DR EL PASO TX 79903,"2325 Pershing Dr, El Paso, TX 79903, United States","Dr. Pedro A. Barney, MD","Paso Del Norte Pediatrics, P.A.",0.92,Same phone and clinic website indicates Dr. Pedro A. Barney is affiliated with Paso Del Norte Pediatrics,339,307.0
2332 MONTANA AVE EL PASO TX 79903,"2332 Montana Ave, El Paso, TX 79903, United States","Betsy E. Nacim, PhD",Adult & Adolescent Counseling,0.93,Same phone number and website domain indicate provider affiliated with Adult & Adolescent Counseling,337,320.0
2400 N OREGON ST STE C EL PASO TX 79902,"2400 N Oregon St STE C, El Paso, TX 79902, United States",Da Vita Mesa Vista Dialysis: Gonzalez Alfredo MD,Innovative Renal Care El Paso Dialysis Center,0.62,Same address group and only one clear clinic/facility record present to associate the provider with.,181,150.0
2600 IDALIA AVE EL PASO TX 79930,"2600 Idalia Ave, El Paso, TX 79930, United States",Dr. Manuel Borrego MD,United Medical Clinic,0.94,Provider shares the same phone number as United Medical Clinic at this address.,948,126.0
2600 N OREGON ST EL PASO TX 79902,"2600 N Oregon St, El Paso, TX 79902, United States",Sanjay Chabra,Texas Arthritis Center,0.9,Same address group and identical phone number (915-317-1660) suggests the provider practices at Texas Arthritis Center.,1133,231.0
2611 N MAIN ST LAS CRUCES NM 88001,"2611 N Main St, Las Cruces, NM 88001, United States",Mai Oushy MD,Memorial Family HealthCare - North Main,0.93,"Provider and clinic share the same phone number and website/domain, indicating the provider practices at this clinic location",1226,1257.0
2701 MISSOURI AVE STE A LAS CRUCES NM 88011,"2701 Missouri Ave STE A, Las Cruces, NM 88011, United States",Imelda C. Toledo-Neely MD,,0.62,Only providers listed at this address group; no explicit clinic record provided (website suggests Memorial Physician Practices but not a specific clinic entry in records),1228,
2701 MISSOURI AVE STE A LAS CRUCES NM 88011,"2701 Missouri Ave STE A, Las Cruces, NM 88011, United States",Rani Chandana MD,,0.62,Only providers listed at this address group; no explicit clinic record provided (website suggests Memorial Physician Practices but not a specific clinic entry in records),1240,
2900 N KANSAS ST EL PASO TX 79902,"2900 N Kansas St, El Paso, TX 79902, United States",Asiain Lourdes MD,,0.7,No clinic/facility record present in this address group; only individual MD entries share the same phone/address,235,
2900 N KANSAS ST EL PASO TX 79902,"2900 N Kansas St, El Paso, TX 79902, United States",Rich Nicolas MD,,0.7,No clinic/facility record present in this address group; only individual MD entries share the same phone/address,241,
2900 N KANSAS ST EL PASO TX 79902,"2900 N Kansas St, El Paso, TX 79902, United States",Munoz Luis R MD,,0.7,No clinic/facility record present in this address group; only individual MD entries share the same phone/address,244,
2900 N KANSAS ST EL PASO TX 79902,"2900 N Kansas St, El Paso, TX 79902, United States",Vanessa Ruiz MD,,0.7,No clinic/facility record present in this address group; only individual MD entries share the same phone/address,245,
2950 GEORGE DIETER DR EL PASO TX 79936,"2950 George Dieter Dr, El Paso, TX 79936, United States","Sandra Villavicencio, MD",Village Medical at Walgreens - Sandy Creek,0.93,Same address group and same phone number; both are Village Medical pages (location and provider profile),1078,518.0
300 S ZARAGOZA RD EL PASO TX 79907,"300 S Zaragoza Rd, El Paso, TX 79907, United States","Esteban Gonzalez, MD",UMC - Ysleta Clinic,0.8,Provider record uses UMC 'find-a-facility' context and shares phone/address with UMC - Ysleta Clinic.,493,466.0
300 S ZARAGOZA RD EL PASO TX 79907,"300 S Zaragoza Rd, El Paso, TX 79907, United States","Gladina M. See, MD",University Medical Center of El Paso - Ysleta Outpatient Clinics,0.72,Provider associated with UMC outpatient clinics at same phone/address; best match is Ysleta Outpatient Clinics.,500,441.0
3017 TRAWOOD DR EL PASO TX 79936,"3017 Trawood Dr, El Paso, TX 79936, United States","Dr. Guillermo Parra, MD",Family & Occupational Health,0.93,Same address group and identical phone number suggests the provider practices at Family & Occupational Health.,1046,995.0
3022 TRAWOOD DR EL PASO TX 79936,"3022 Trawood Dr, El Paso, TX 79936, United States",Agarwal Ajai MD,Montwood Family Medical Center,0.9,Provider shares the same phone number (915-855-8550) as Montwood Family Medical Center.,1060,992.0
3022 TRAWOOD DR EL PASO TX 79936,"3022 Trawood Dr, El Paso, TX 79936, United States","Dr. Syed A. Yusoof, MD",,0.35,No matching phone/website tie to either clinic at this address; phone differs from both listed clinics.,1061,
3030 W PICACHO AVE STE D LAS CRUCES NM 88007,"3030 W Picacho Ave Suite D, Las Cruces, NM 88007, United States","Edna Juarez, MD",Memorial Internal Medicine,0.86,Same phone number as clinic and appears to be a provider associated with Memorial practice at this address.,1236,1251.0
3030 W PICACHO AVE STE D LAS CRUCES NM 88007,"3030 W Picacho Ave Suite D, Las Cruces, NM 88007, United States","Martha Montanez, MD",Memorial Internal Medicine,0.65,No website to confirm; linked based on shared address group and likely association with the only clinic listed.,1245,1251.0
3030 W PICACHO AVE STE D LAS CRUCES NM 88007,"3030 W Picacho Ave Suite D, Las Cruces, NM 88007, United States",Louis Benevento,Memorial Internal Medicine,0.86,Same phone number as clinic; provider profile suggests affiliation with Memorial practice network.,1246,1251.0
3030 W PICACHO AVE STE D LAS CRUCES NM 88007,"3030 W Picacho Ave Suite D, Las Cruces, NM 88007, United States","Russell Coryell, FNP",Memorial Internal Medicine,0.9,Provider profile on memorialphysicianpractices.com matches the clinic network and shares the same phone.,1247,1251.0
3030 W PICACHO AVE STE D LAS CRUCES NM 88007,"3030 W Picacho Ave Suite D, Las Cruces, NM 88007, United States","Debbie Pacheco, FNP-C",Memorial Internal Medicine,0.9,Provider profile on memorialphysicianpractices.com matches the clinic network and shares the same phone.,1250,1251.0
3100 N STANTON ST STE A EL PASO TX 79902,"3100 N Stanton St Ste. A, El Paso, TX 79902, United States","Jorge Villarreal, MD",El Paso Obstetrics and Gynecology - North Stanton Street,0.93,Provider profile is on the same practice website and shares the same phone number as the clinic listing.,239,238.0
3101 FORNEY LN EL PASO TX 79935,"3101 Forney Ln, El Paso, TX 79935, United States","Dr. Manuel Borrego, MD",United Medical Clinic,0.9,Provider and clinic share the same address group and the same phone number (915) 317-6033.,556,451.0
3215 GATEWAY BLVD W EL PASO TX 79903,"3215 Gateway Blvd W, El Paso, TX 79903, United States",Luis Rochin,El Paso Pain Center,0.38,"Only clinic record in this address group, but provider website indicates El Paso Primary Care (different organization), so linkage is weak.",48,30.0
3329 MONTANA AVE EL PASO TX 79903,"3329 Montana Ave, El Paso, TX 79903, United States","Dr. Rafael Armendariz Sr, MD","Salud y Vida, P.A.",0.95,"Provider record website is saludyvidapa.com, matching Salud y Vida, P.A.",328,295.0
3379 WEDGEWOOD DR STE C EL PASO TX 79925,"3379 Wedgewood Dr STE C, El Paso, TX 79925, United States",Villalobos Victor M MD,Mt. West Family Health Center,0.93,Provider shares the same phone number as Mt. West Family Health Center at this address.,562,268.0
3485 E NORTHRISE DR UNIT 1 LAS CRUCES NM 88011,"3485 E Northrise Dr UNIT 1, Las Cruces, NM 88011, United States","Enid Salcido, FNP-C",MountainView Urgent Care at Northrise,0.94,Same address group and shared phone number; provider likely practices at MountainView Urgent Care at Northrise,1282,1276.0
3485 E NORTHRISE DR UNIT 1 LAS CRUCES NM 88011,"3485 E Northrise Dr UNIT 1, Las Cruces, NM 88011, United States","Brian Lara, MSN-FNP",MountainView Urgent Care at Northrise,0.94,Same address group and shared phone number; provider likely practices at MountainView Urgent Care at Northrise,1283,1276.0
3607 RIVERA AVE EL PASO TX 79905,"3607 Rivera Ave, El Paso, TX 79905, United States","Dr. Luis R. Garza, MD",Project Vida - Programs and Administration Building,0.82,Provider record uses the same website domain (pvida.net) as Project Vida,341,1172.0
3607 RIVERA AVE EL PASO TX 79905,"3607 Rivera Ave, El Paso, TX 79905, United States","Dr. Luis L. Rodriguez, MD",Project Vida - Programs and Administration Building,0.55,Only clinic/organization at this address group is Project Vida; no other clinic listed for matching,425,1172.0
3865 FOOTHILLS RD LAS CRUCES NM 88011,"3865 Foothills Rd, Las Cruces, NM 88011, United States","Dermatology of Las Cruces - Andrew Ondo, M.D.",Dermatology of Las Cruces,0.9,Provider listing is branded under 'Dermatology of Las Cruces' and shares the same phone number as the clinic,1309,1326.0
3913 BROADDUS AVE EL PASO TX 79904,"3913 Broaddus Ave, El Paso, TX 79904, United States",Mustafa Moazam MD,Healthy Horizons Clinic,0.95,Same phone number and same website domain as Healthy Horizons Clinic.,370,359.0
3913 BROADDUS AVE EL PASO TX 79904,"3913 Broaddus Ave, El Paso, TX 79904, United States",Dr. Bazil- Mieses,Healthy Horizons Clinic,0.83,Same phone number as Healthy Horizons Clinic; likely provider practicing at that clinic.,961,359.0
400 SHADOW MOUNTAIN DR EL PASO TX 79912,"400 Shadow Mountain Dr, El Paso, TX 79912, United States",Dr. Rafael Armendariz,Salud Y Vida P.a.,0.93,Same phone number and website domain indicates provider practices at Salud Y Vida P.A.,638,620.0
4351 E LOHMAN AVE 320 LAS CRUCES NM 88011,"4351 E Lohman Ave #320, Las Cruces, NM 88011, United States","Rony Salloum, M.D.",MountainView Medical Group Wellness and Weight Loss Center,0.7,Both use the MountainView Medical Group domain and share the same address; only one clinic record is present in this address group.,1324,1313.0
4371 E LOHMAN AVE LAS CRUCES NM 88011,"4371 E Lohman Ave, Las Cruces, NM 88011, United States","Roset Samuel, MD",MountainView Medical Group- Family Care at Lohman,0.93,Same phone number and MountainView Medical Group domain indicates provider belongs to this clinic location,1242,1254.0
4501 N MESA ST EL PASO TX 79912,"4501 N Mesa St, El Paso, TX 79912, United States",Doctor Rich,,0.4,No explicit clinic/facility record present in this address group; record appears to be the provider/brand,635,
4501 N MESA ST EL PASO TX 79912,"4501 N Mesa St, El Paso, TX 79912, United States","Richard W. Farnam, MD",,0.4,No explicit clinic/facility record present in this address group; record is clearly an individual provider,646,
4532 N MESA ST STE 2A EL PASO TX 79912,"4532 N Mesa St Ste 2A, El Paso, TX 79912, United States","Edward Sebastian Leyva, MD",WellMed at North Mesa,0.93,Provider and clinic share the same phone number and are both WellMed pages for the same address.,629,530.0
4545 N MESA ST EL PASO TX 79912,"4545 N Mesa St, El Paso, TX 79912, United States",Luis Rochin,El Paso Primary Care,0.97,Provider profile hosted on elpasoprimarycare.com and shares the same phone number as the clinic record.,531,17.0
4646 N MESA ST EL PASO TX 79912,"4646 N Mesa St, El Paso, TX 79912, United States","Al Hernandez Jr., MD",Orthopaedic Surgeons Associates,0.92,Provider profile is on orthosurgeonassociates.com and shares the same phone number as Orthopaedic Surgeons Associates.,634,622.0
4646 N MESA ST EL PASO TX 79912,"4646 N Mesa St, El Paso, TX 79912, United States","Ikechukwu Ifeanyi Onyedika, MD",Orthopaedic Surgeons Associates,0.7,Same address group and phone number; provider listed on Providence Medical Partners but likely practicing with Orthopaedic Surgeons Associates at this location.,641,622.0
4646 N MESA ST EL PASO TX 79912,"4646 N Mesa St, El Paso, TX 79912, United States","Richard Westbrook, MD",Orthopaedic Surgeons Associates,0.7,Same address group and phone number; provider listed on Providence Medical Partners but likely associated with the orthopaedic group at this location.,649,622.0
4659 COHEN AVE A EL PASO TX 79924,"4659 Cohen Ave a, El Paso, TX 79924, United States","Edwin Feliu, NP",Pediatric Group North East,0.32,"Same address group, but phone/website domains suggest different organizations; linked to the only clinic record at this address.",841,821.0
4672 SONOMA RANCH BLVD B LAS CRUCES NM 88011,"4672 Sonoma Ranch Blvd b, Las Cruces, NM 88011, United States",Delilah Stampp M.D.,,0.58,No specific clinic record listed; only a physician network website (memorialphysicianpractices.com) and shared phone number are provided.,1230,
4672 SONOMA RANCH BLVD B LAS CRUCES NM 88011,"4672 Sonoma Ranch Blvd b, Las Cruces, NM 88011, United States",German Alejandro Fierro-Perez M.D.,,0.58,No specific clinic record listed; only a physician network website (memorialphysicianpractices.com) and shared phone number are provided.,1327,
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Pedro Serrato, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix matches Texas Tech Physicians group,429,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Victor J. Olivas Jr, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix aligns with Texas Tech Physicians listings,762,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Bahij S. Nuwayhid, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.92,"Provider record uses texastechphysicians.com, matching Texas Tech Physicians clinic",1098,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States",Mukherjee Debabrata MD,Texas Tech Physicians-El Paso: Loflin James R MD,0.55,Same address group; no clearer clinic affiliation than Texas Tech Physicians,1147,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Sergio B. Chavez, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix aligns with Texas Tech Physicians listings,1152,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. David A. Paez Fernandez, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix aligns with Texas Tech Physicians listings,1154,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Sitratullah O. Maiyegun, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.92,"Provider record uses texastechphysicians.com, matching Texas Tech Physicians clinic",1156,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Gilbert A. Handal, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.92,"Provider record uses texastechphysicians.com, matching Texas Tech Physicians clinic",1158,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Azikiwe C. Nwosu, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.92,"Provider record uses texastechphysicians.com, matching Texas Tech Physicians clinic",1160,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. S Claudia Didia, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix aligns with Texas Tech Physicians listings,1171,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Sumit Gaur, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix aligns with Texas Tech Physicians listings,1176,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Jose A. Castro-Garcia, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.6,Same address group; external directory listing but most consistent clinic in group is Texas Tech Physicians,1177,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Vanina Molinares, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.7,Same address group; phone prefix aligns with Texas Tech Physicians listings,1449,345.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States",Porres Aguilar Mateo MD,Texas Tech Physicians-El Paso: Loflin James R MD,0.92,"Provider record uses texastechphysicians.com, matching Texas Tech Physicians clinic",1450,345.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Ma Theresa M. Villanos, MD",Texas Tech Physicians of El Paso,0.62,"Provider listed at same address group; no specialty clinic explicitly indicated, so linked to umbrella Texas Tech Physicians of El Paso.",433,88.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States",Dr. Rajiv Rajani,Texas Tech Physicians of El Paso: Orthopaedic Surgery & Rehabilitation,0.78,Provider has Texas Tech Physicians provider page and phone matches orthopaedics clinic number (915-215-5400).,436,1169.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Susan F. Mclean, MD",Texas Tech Physicians of El Paso,0.62,"Website references Texas Tech Physicians; specialty clinic not specified, so linked to umbrella clinic.",437,88.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Namrata S. Singh, MD",Texas Tech Physicians of El Paso,0.62,Same address group and phone appears within TT Physicians system; specialty clinic not specified.,438,88.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Oscar E. Gomez, MD",Texas Tech Physicians of El Paso,0.55,Same address group; external site listed but phone matches shared number in group; no clear specialty clinic match.,1090,88.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Eduardo J. Menjivar Flores, MD",Texas Tech Physicians of El Paso,0.55,Same address group; external site listed but phone matches shared number in group; no clear specialty clinic match.,1092,88.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Juan Figueroa-Casas, MD",Texas Tech Physicians of El Paso - Internal Medicine,0.7,Provider phone matches Internal Medicine clinic number (915-215-5200).,1174,317.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Loflin James R MD,University Medical Center of El Paso,0.8,Provider record uses umcelpaso.org; best match is University Medical Center of El Paso (main facility),342,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Enrique Gonzalez, MD",University Medical Center Ysleta,0.88,Provider phone (915-790-5700) matches University Medical Center Ysleta,418,260.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Jose A. Lopez, MD",University Medical Center of El Paso,0.82,Provider phone (915-545-7333) aligns with UMC El Paso main; website is umcelpaso.org,421,108.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Dr. Alba Nevarez,University Medical Center Ysleta,0.88,Provider phone (915-790-5700) matches University Medical Center Ysleta,428,260.0
