address_norm,address_raw,provider_name,clinic_name,confidence,evidence,provider_row_index,clinic_row_index
3913 BROADDUS AVE EL PASO TX 79904,"3913 Broaddus Ave, El Paso, TX 79904, United States",Mustafa Moazam MD,Healthy Horizons Clinic,0.97,Shares same phone number and clinic website/domain as Healthy Horizons Clinic,304,290.0
3913 BROADDUS AVE EL PASO TX 79904,"3913 Broaddus Ave, El Paso, TX 79904, United States",Dr. Bazil- Mieses,Healthy Horizons Clinic,0.9,Shares the same phone number as Healthy Horizons Clinic at the same address,699,290.0
400 SHADOW MOUNTAIN DR EL PASO TX 79912,"400 Shadow Mountain Dr, El Paso, TX 79912, United States",Dr. Rafael Armendariz,Salud Y Vida P.a.,0.92,Provider and clinic share the same phone number and website at this address,319,602.0
4301 N MESA ST UNIT 101 EL PASO TX 79902,"4301 N Mesa St UNIT 101, El Paso, TX 79902, United States","Daniel Ortiz, MD",,0.6,No clinic/facility record provided in this address group; website indicates Cardiology Care physicians but clinic entity not listed.,189,
4301 N MESA ST UNIT 101 EL PASO TX 79902,"4301 N Mesa St UNIT 101, El Paso, TX 79902, United States","Adebayo Olusanya, MD",,0.6,No clinic/facility record provided in this address group; website indicates Cardiology Care physicians but clinic entity not listed.,191,
4305 N MESA ST STE B EL PASO TX 79902,"4305 N Mesa St Ste B, El Paso, TX 79902, United States",El Paso Pulmonary Association: Hatem Carlo M MD,El Paso Pulmonary Association,0.9,"Provider listing is explicitly branded as 'El Paso Pulmonary Association: Hatem Carlo M MD' and uses the association's website/domain, indicating affiliation with the association clinic at this address.",1010,1011.0
4532 N MESA ST STE 2A EL PASO TX 79912,"4532 N Mesa St Ste 2A, El Paso, TX 79912, United States","Edward Sebastian Leyva, MD",WellMed at North Mesa,0.95,Same phone number and both are WellMed pages for the same location/address group.,1028,514.0
4545 N MESA ST EL PASO TX 79912,"4545 N Mesa St, El Paso, TX 79912, United States",Luis Rochin,El Paso Primary Care,0.97,Same phone number and same clinic domain; provider page hosted on El Paso Primary Care site.,403,1.0
4646 N MESA ST EL PASO TX 79912,"4646 N Mesa St, El Paso, TX 79912, United States","Ikechukwu Ifeanyi Onyedika, MD",Orthopaedic Surgeons Associates,0.72,Same address group and phone number; clinic appears to be the orthopedic practice at this location.,1006,1000.0
4646 N MESA ST EL PASO TX 79912,"4646 N Mesa St, El Paso, TX 79912, United States","Thomas Alost, MD",Orthopaedic Surgeons Associates,0.72,Same address group and phone number; clinic appears to be the orthopedic practice at this location.,1007,1000.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Pedro Serrato, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.72,Only clinic/organization in group is Texas Tech Physicians-El Paso; phone numbers share 915-545-xxxx pattern consistent with same facility,362,364.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Sergio B. Chavez, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.72,Only clinic/organization in group is Texas Tech Physicians-El Paso; provider phone aligns with same exchange,375,364.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States",Porres Aguilar Mateo MD,Texas Tech Physicians-El Paso: Loflin James R MD,0.9,Provider record uses texastechphysicians.com which matches Texas Tech Physicians-El Paso,493,364.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States",Aeschbach Walter MD,Texas Tech Physicians-El Paso: Loflin James R MD,0.7,No other clinic listed at this address; likely affiliated with Texas Tech Physicians-El Paso,526,364.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. Cenan M. Antowan, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.72,Only clinic/organization in group is Texas Tech Physicians-El Paso; provider phone aligns with same exchange,712,364.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States",Salloum Hassan MD,Texas Tech Physicians-El Paso: Loflin James R MD,0.65,Only clinic/organization in group is Texas Tech Physicians-El Paso; linkage inferred by shared address though phone differs,978,364.0
4800 ALBERTA AVE EL PASO TX 79905,"4800 Alberta Ave, El Paso, TX 79905, United States","Dr. David A. Paez Fernandez, MD",Texas Tech Physicians-El Paso: Loflin James R MD,0.72,Only clinic/organization in group is Texas Tech Physicians-El Paso; provider phone aligns with same exchange,1001,364.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Ma Theresa M. Villanos, MD",Texas Tech Physicians of El Paso,0.55,Provider listed at same address group; best overarching clinic entity is Texas Tech Physicians of El Paso; specialty not provided to link to a specific department.,367,32.0
4801 ALBERTA AVE EL PASO TX 79905,"4801 Alberta Ave, El Paso, TX 79905, United States","Dr. Matthew N. Graber, MD",Texas Tech Physicians of El Paso,0.55,Provider listed at same address group; best overarching clinic entity is Texas Tech Physicians of El Paso; specialty not provided to link to a specific department.,980,32.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Jose A. Lopez, MD",University Medical Center of El Paso,0.78,Provider record uses UMC website and a UMC-associated phone; best match is main University Medical Center,202,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Enrique Gonzalez, MD",University Medical Center Ysleta,0.72,Provider phone matches UMC Ysleta phone number (915-790-5700),355,377.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Dr. Remi Trien,University Medical Center of El Paso,0.4,No website tie; linked to primary facility at the shared address,358,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Dr. Russell Baker,University Medical Center of El Paso,0.4,No website tie; linked to primary facility at the shared address,360,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Raul Carrillo, MD",University Medical Center of El Paso,0.78,Provider record uses UMC website and same clinic phone group (915-545-7333); best match is main UMC,366,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Shawnna L. Kifer, MD",University Medical Center of El Paso,0.78,Provider record uses UMC website and same clinic phone group (915-545-7333); best match is main UMC,368,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Tex P. Cabaniss, MD",University Medical Center of El Paso,0.78,Provider record uses UMC website and same clinic phone group (915-545-7333); best match is main UMC,371,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Dr. Alba Nevarez,University Medical Center Ysleta,0.72,Provider phone matches UMC Ysleta phone number (915-790-5700),373,377.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Sebesta Sean MD,University Medical Center of El Paso,0.78,Provider record uses UMC website and same clinic phone group (915-545-7333); best match is main UMC,376,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States",Loflin James R MD,University Medical Center of El Paso,0.55,UMC website present; phone does not match Ysleta; linked to main UMC as best overall match,492,11.0
4815 ALAMEDA AVE EL PASO TX 79905,"4815 Alameda Ave, El Paso, TX 79905, United States","Dr. Cesar A. Dias, MD",University Medical Center of El Paso,0.78,Provider record uses UMC website and same clinic phone group (915-545-7333); best match is main UMC,496,11.0
4875 MAXWELL AVE EL PASO TX 79904,"4875 Maxwell Ave, El Paso, TX 79904, United States","Dr. Benson Chee, MD",Project Vida - Northeast Health Center,0.62,"Same address group; no stronger direct match to Northeast Family Practice based on phone/website, and Project Vida is the clearly identified facility.",307,289.0
4875 MAXWELL AVE EL PASO TX 79904,"4875 Maxwell Ave, El Paso, TX 79904, United States",Dr. Oscar Noriega,Project Vida - Northeast Health Center,0.7,Shares phone number with Sandra Villavicencio (915-313-9908) within the same address group; linked to the main identified health center at this address.,311,289.0
4875 MAXWELL AVE EL PASO TX 79904,"4875 Maxwell Ave, El Paso, TX 79904, United States","Sandra Villavicencio, MD",Project Vida - Northeast Health Center,0.7,Shares phone number with Dr. Oscar Noriega (915-313-9908) within the same address group; linked to the main identified health center at this address.,329,289.0
494 N KENAZO AVE STE I HORIZON CITY TX 79928,"494 N Kenazo Ave Suite I, Horizon City, TX 79928, United States",Diana Escobedo,St. Andrew's Family Medicine Clinic,0.95,Same phone number and same clinic website domain; provider bio page hosted on clinic site.,852,485.0
500 PEYTON HILLS DR STE A EL PASO TX 79928,"500 Peyton Hills Dr Suite A, El Paso, TX 79928, United States","Jose A Marin, MD, PA",Transmountain Primary Care,0.9,Same phone number and matching tmprimarycare.com domain indicate provider belongs to Transmountain Primary Care,314,305.0
5001 EL PASO DR EL PASO TX 79905,"5001 El Paso Dr, El Paso, TX 79905, United States",Woods Gordon L MD,Texas Tech University Health Sciences Center El Paso,0.42,Only clear healthcare facility at this address is TTUHSC El Paso; provider phone differs from TTUHSC main line so linkage is tentative,969,109.0
5001 EL PASO DR EL PASO TX 79905,"5001 El Paso Dr, El Paso, TX 79905, United States","Dr. Nassim Akle, MD",Texas Tech University Health Sciences Center El Paso,0.45,Provider listed at same address group; TTUHSC El Paso is the most plausible clinic entity among records,1023,109.0
5001 EL PASO DR EL PASO TX 79905,"5001 El Paso Dr, El Paso, TX 79905, United States",Sandroni Stephen E MD,Texas Tech University Health Sciences Center El Paso,0.42,Only clear healthcare facility at this address is TTUHSC El Paso; provider phone differs from TTUHSC main line so linkage is tentative,1039,109.0
5001 N PIEDRAS ST EL PASO TX 79930,"5001 N Piedras St, El Paso, TX 79930, United States","Dr. Tomas H. Aguilar, MD",El Paso VA Medical Center,0.9,Provider shares the same address group and phone number matches VA medical center line extension pattern,863,288.0
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Molina Melissa A MD,,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,310,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Joseph R. Hsu, MD",,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,722,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States","Dr. Jason B. Andres, DO",,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,723,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Owens Brett D MD,,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,724,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Gomez Lorena MD,,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,808,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Dehqanzada Zia A MD,,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,809,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Clifford Rebekah H MD,,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,968,
5005 N PIEDRAS ST EL PASO TX 79920,"5005 N Piedras St, El Paso, TX 79920, United States",Lagarza Albert D MD,,0.85,All records appear to be individual clinicians; no clinic/facility entity listed for this address group,1002,
501 N YARBROUGH DR STE B EL PASO TX 79915,"501 N Yarbrough Dr Ste B, El Paso, TX 79915, United States","Mauricio Ernesto Jimenez, MD",WellMed at Lower Valley,0.97,Same address group/phone and WellMed provider profile indicates affiliation with the listed WellMed location,254,258.0
501 N YARBROUGH DR STE B EL PASO TX 79915,"501 N Yarbrough Dr Ste B, El Paso, TX 79915, United States","Danny Danise Anchondo, MD",WellMed at Lower Valley,0.97,Same address group/phone and WellMed provider profile indicates affiliation with the listed WellMed location,522,258.0
501 N YARBROUGH DR STE B EL PASO TX 79915,"501 N Yarbrough Dr Ste B, El Paso, TX 79915, United States","Albert Christopher Torres, NP",WellMed at Lower Valley,0.97,Same address group/phone and WellMed provider profile indicates affiliation with the listed WellMed location,525,258.0
5100 E PAISANO DR EL PASO TX 79905,"5100 E Paisano Dr, El Paso, TX 79905, United States","Katherine C Genrich, MD",WellMed at Paisano,0.93,Same phone number and both are WellMed pages for the Paisano location/address.,491,250.0
5115 EL PASO DR B EL PASO TX 79905,"5115 El Paso Dr # B, El Paso, TX 79905, United States",Magana Jorge C,El Paso Health Department-Std Clinic,0.8,Only one clinic/facility record at this address group; provider likely practices/associated there.,1035,160.0
5160 EL PASO DR EL PASO TX 79905,"5160 El Paso Dr, El Paso, TX 79905, United States",Dr. Lorena Gomez,WellMed at El Paso Drive,0.93,Provider shares the same address group and phone number as the WellMed clinic location.,262,151.0
5160 EL PASO DR EL PASO TX 79905,"5160 El Paso Dr, El Paso, TX 79905, United States",Dr. Sonia Alvarez,WellMed at El Paso Drive,0.93,Provider shares the same address group and phone number as the WellMed clinic location.,354,151.0
5400 ALAMEDA AVE STE A EL PASO TX 79905,"5400 Alameda Ave Suite A, El Paso, TX 79905, United States","Daniela Pino, MD",UMC Healthcare Partners Obstetrics and Gynecology Alameda,0.95,Provider listed with same phone and same UMC OBGYN Alameda clinic webpage as the clinic record.,370,343.0
5400 ALAMEDA AVE STE A EL PASO TX 79905,"5400 Alameda Ave Suite A, El Paso, TX 79905, United States","Antonio Romo de Vivar Chavez, MD",UMC Healthcare Partners Obstetrics and Gynecology Alameda,0.95,Provider listed with same phone and same UMC OBGYN Alameda clinic webpage as the clinic record.,374,343.0
5401 MONTANA AVE B EL PASO TX 79903,"5401 Montana Ave B, El Paso, TX 79903, United States","Marilyn Julian, MD",Village Medical at Walgreens - Timber Wolf,0.9,"Shares the same phone number as the Village Medical location, suggesting affiliation",225,155.0
5401 MONTANA AVE B EL PASO TX 79903,"5401 Montana Ave B, El Paso, TX 79903, United States","Jose-Ruben Ayala, MD",Village Medical at Walgreens - Timber Wolf,0.95,VillageMedical provider-profile page and shared phone/address group indicate the same clinic location,226,155.0
5401 MONTANA AVE B EL PASO TX 79903,"5401 Montana Ave B, El Paso, TX 79903, United States","Humberto Saenz, MD",Village Medical at Walgreens - Timber Wolf,0.92,VillageMedical provider-profile page matches the same address group; likely practices at this location,230,155.0
550 S MESA HILLS DR C-3 EL PASO TX 79912,"550 S Mesa Hills Dr C-3, El Paso, TX 79912, United States","Alejandro Ovalle, MD",Village Medical - South Mesa Hills,0.96,Provider profile is on villagemedical.com and shares the same phone/address group as the Village Medical location,256,20.0
550 S MESA HILLS DR C-3 EL PASO TX 79912,"550 S Mesa Hills Dr C-3, El Paso, TX 79912, United States","Luis Guerra, MD",Village Medical - South Mesa Hills,0.96,Provider profile is on villagemedical.com and shares the same phone/address group as the Village Medical location,259,20.0
550 S MESA HILLS DR C-3 EL PASO TX 79912,"550 S Mesa Hills Dr C-3, El Paso, TX 79912, United States",Lauren Katada,Village Medical - South Mesa Hills,0.6,Same address group; only clear clinic entity present is Village Medical - South Mesa Hills,976,20.0
550 S MESA HILLS DR STE C-2 EL PASO TX 79912,"550 S Mesa Hills Dr suite C-2, El Paso, TX 79912, United States",Escandon C Georgina MD,"myWELLNESS -- Dr Douglas Payne, MD & Dr CG Escandon, MD",0.86,"Clinic record explicitly includes 'Dr CG Escandon, MD' as part of the practice.",619,631.0
550 S MESA HILLS DR STE E-1 EL PASO TX 79912,"550 S Mesa Hills Dr Suite E-1, El Paso, TX 79912, United States","Jose Zamudio, MD",Advanced Center for Women's Health at Providence,0.9,Same address group and same phone number; provider appears affiliated with Providence women's health partners.,625,610.0
5959 GATEWAY BLVD W 160 EL PASO TX 79925,"5959 Gateway Blvd W # 160, El Paso, TX 79925, United States",Lozano Hector MD,"CGN El Paso Ear, Nose and Throat PLLC",0.92,Provider shares the same phone number and website as the ENT clinic entity.,959,235.0
6000 NORTHERN PASS DR STE B EL PASO TX 79912,"6000 Northern Pass Dr Suite B, El Paso, TX 79912, United States","Dr. Naima Khamsi, MD",Her Health OB/GYN & Fertility Center,0.97,Provider and clinic share the same phone number and address group,181,559.0
6024 AZTEC RD EL PASO TX 79925,"6024 Aztec Rd, El Paso, TX 79925, United States",Carlos M Remirez,R E Medical Associates,0.83,"Provider and clinic share the same phone number, indicating the provider practices at the clinic.",398,222.0
6065 MONTANA AVE C10 EL PASO TX 79925,"6065 Montana Ave # C10, El Paso, TX 79925, United States","Dr. Gabriela Hunko, MD",Montana Physicians Clinic,0.95,Same address group and same phone number as Montana Physicians Clinic,233,207.0
6065 MONTANA AVE C10 EL PASO TX 79925,"6065 Montana Ave # C10, El Paso, TX 79925, United States",Mehta Nilesh MD,Montana Physicians Clinic,0.92,Same address group and same phone number; website domain (mpcelpaso.com) aligns with Montana Physicians Clinic,399,207.0
6151 DEW DR 410 EL PASO TX 79912,"6151 Dew Dr # 410, El Paso, TX 79912, United States","Dr. Victor M. Villalobos, MD",Mt. West Family Health Center,0.92,Provider shares the same phone number as Mt. West Family Health Center at this address.,317,148.0
6320 GTWY BLVD E EL PASO TX 79905,"6320 Gtwy Blvd E, El Paso, TX 79905, United States","Dr. Rohitkumar S. Patel, MD",Concentra Urgent Care,0.93,Same address group and identical phone number as Concentra Urgent Care.,200,138.0
6320 GTWY BLVD E EL PASO TX 79905,"6320 Gtwy Blvd E, El Paso, TX 79905, United States","Dr. Ashit I. Saheba, MD",Concentra Urgent Care,0.93,Same address group and identical phone number as Concentra Urgent Care.,401,138.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Rolando Lindo Jr., MD",UMC - West Clinic,0.72,Provider shares main phone and is listed under UMC facility; best match is the specific UMC West location page.,572,420.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Tanaya Nayak, MD",UMC - West Clinic,0.72,Provider shares main phone and is listed under UMC facility; best match is the specific UMC West location page.,573,420.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Iris Tomas, MD",UMC - West Clinic,0.72,Provider shares main phone and is listed under UMC facility; best match is the specific UMC West location page.,578,420.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Jesus Alonzo, MD",UMC - West Clinic,0.72,Provider shares main phone and is listed under UMC facility; best match is the specific UMC West location page.,582,420.0
6600 N DESERT BLVD EL PASO TX 79912,"6600 N Desert Blvd, El Paso, TX 79912, United States","Jose Luis Aguirre, MD",UMC - West Clinic,0.72,Provider shares main phone and is listed under UMC facility; best match is the specific UMC West location page.,587,420.0
6898 DONIPHAN DR A CANUTILLO TX 79835,"6898 Doniphan Dr A, Canutillo, TX 79835, United States",Tyson Sam MD,West Valley Clinic,0.93,Same address group and identical phone number; clinic record present.,509,503.0
6974 GTWY BLVD E F EL PASO TX 79915,"6974 Gtwy Blvd E F, El Paso, TX 79915, United States",Dr. Rafael Armendariz,Salud Y Vida,0.91,"Same phone number and same practice domain (saludyvidapa.com), indicating the doctor practices at Salud Y Vida.",664,661.0
700 S OCHOA ST EL PASO TX 79901,"700 S Ochoa St, El Paso, TX 79901, United States",Dr. Juan Loya,"Centro De Salud Familiar La Fe, Inc.",0.78,Provider at same address; best match is the primary La Fe health center entity rather than the specific WIC program.,490,2.0
7100 WESTWIND DR STE 120 EL PASO TX 79912,"7100 Westwind Dr STE 120, El Paso, TX 79912, United States",Dr. Jose Loaiza,The Healing Space Family and Integrative Medicine,0.25,Same address group only; no shared phone/website provided for Dr. Jose Loaiza,576,584.0
7100 WESTWIND DR STE 120 EL PASO TX 79912,"7100 Westwind Dr STE 120, El Paso, TX 79912, United States","Ana Arroyave, MD",The Healing Space Family and Integrative Medicine,0.96,Shares same phone number and same domain/website with The Healing Space clinic record,579,584.0
7362 REMCON CIR EL PASO TX 79912,"7362 Remcon Cir, El Paso, TX 79912, United States",Dr. Abioye Growtherapy Psychiatric Services,Tri-crowns Holistic Healthcare,0.4,Only clear clinic-like entity at this address group is Tri-crowns Holistic Healthcare; provider listing otherwise standalone.,642,640.0
7430 REMCON CIR BLDG A EL PASO TX 79912,"7430 Remcon Cir Bldg A, El Paso, TX 79912, United States","Liliana Zuniga, MD",WellMed at Remcon,0.87,Provider profile is on WellMed doctors site and shares the same address group as 'WellMed at Remcon'.,508,291.0
7450 REMCON CIR EL PASO TX 79912,"7450 Remcon Cir, El Paso, TX 79912, United States",Dr. Michael Gutierrez M.D.,,0.55,Both records are individual providers; no explicit clinic record is present in this address group (only provider pages on elpasocardio.com).,622,
7450 REMCON CIR EL PASO TX 79912,"7450 Remcon Cir, El Paso, TX 79912, United States",Dr. Michael J. DeLuca MD,,0.55,Both records are individual providers; no explicit clinic record is present in this address group (only provider pages on elpasocardio.com).,633,
7500 N MESA ST 210 EL PASO TX 79912,"7500 N Mesa St #210, El Paso, TX 79912, United States",Dr. Emmanuel Anekwe,Arteries and Veins,0.96,Provider profile hosted on arteriesveins.com and shares phone/address group with Arteries and Veins,648,641.0
7500 N MESA ST 210 EL PASO TX 79912,"7500 N Mesa St #210, El Paso, TX 79912, United States",Dr. Samer Koussayer,Arteries and Veins,0.96,Provider team page hosted on arteriesveins.com and associated with Arteries and Veins clinic,650,641.0
7812 GTWY BLVD E 230 EL PASO TX 79915,"7812 Gtwy Blvd E # 230, El Paso, TX 79915, United States","Dr. Eduardo Dejesus-Perdomo, MD",Valley Medical Clinic,0.93,Same address group and same phone number as Valley Medical Clinic,679,418.0
7812 GTWY BLVD E 230 EL PASO TX 79915,"7812 Gtwy Blvd E # 230, El Paso, TX 79915, United States","Dr. Manuel J. Palafox, DO",Valley Medical Clinic,0.93,Same address group and same phone number as Valley Medical Clinic,690,418.0
7812 GTWY BLVD E EL PASO TX 79915,"7812 Gtwy Blvd E, El Paso, TX 79915, United States","Dr. Kenyon R. Behrens, DO",,0.2,No clinic/facility record provided for this address group; cannot confidently link provider to a specific clinic.,676,
7812 GTWY BLVD E EL PASO TX 79915,"7812 Gtwy Blvd E, El Paso, TX 79915, United States","Dr. Cesar R. Calianga, MD",,0.2,No clinic/facility record provided for this address group; cannot confidently link provider to a specific clinic.,753,
7878 GTWY BLVD E STE 402 EL PASO TX 79915,"7878 Gtwy Blvd E Suite 402, El Paso, TX 79915, United States","Kendrick Thomas, MD","West Texas Pain Institute: Raul Lopez, MD",0.9,"Both records use the West Texas Pain Institute website and share the same address, indicating the provider practices at that clinic.",682,675.0
8041 N MESA ST STE B2 EL PASO TX 79932,"8041 N Mesa St Ste B2, El Paso, TX 79932, United States",Tracy Short,Country Club Urgent Care Center,0.78,Only clinic entity at this shared address; provider likely affiliated with the urgent care center.,532,137.0
8045 N LOOP DR STE A EL PASO TX 79915,"8045 N Loop Dr Ste A, El Paso, TX 79915, United States","Diego De la Mora, MD",Village Medical at Walgreens - Mission Valley,0.97,Provider profile on Village Medical and shared phone/address group matches Village Medical at Walgreens - Mission Valley location.,176,183.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Jose Luna Jr, MD",Centro San Vicente,0.92,Same address/phone; clinic 'Centro San Vicente' is the primary organization for this site,93,43.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Cesar E. Maldonado, MD",Centro San Vicente,0.95,Provider record uses sanvicente.org and shares phone with Centro San Vicente,454,43.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Angela S. Jones-Allen, MD",Centro San Vicente,0.92,Same address/phone; best matching clinic is Centro San Vicente,673,43.0
8061 ALAMEDA AVE EL PASO TX 79915,"8061 Alameda Ave, El Paso, TX 79915, United States","Dr. Ulysses J. Urquidi, MD",Centro San Vicente,0.95,Provider record uses sanvicente.org and shares phone with Centro San Vicente,674,43.0
8269 N LOOP DR EL PASO TX 79907,"8269 N Loop Dr, El Paso, TX 79907, United States",Candelaria Medical Center: Claros Edith MD,Candelaria Medical Center,0.93,Record explicitly lists provider 'Claros Edith MD' under Candelaria Medical Center and shares the same phone number.,275,228.0
8269 N LOOP DR EL PASO TX 79907,"8269 N Loop Dr, El Paso, TX 79907, United States","Dr. Blas A. Miranda, MD",Candelaria Medical Center,0.85,"Same address group and identical phone number as Candelaria Medical Center, indicating affiliation.",451,228.0
840 E REDD RD BLDG 2 EL PASO TX 79912,"840 E Redd Rd Bldg 2, El Paso, TX 79912, United States",Dr. Juan Perez,"El Paso Wellness and Healthcare Center, P.A. Juan R Perez, M.D. WEST",0.86,"Same address group; clinic record includes 'Juan R Perez, M.D.' and provider is 'Dr. Juan Perez' with similar phone numbers",83,66.0
840 E REDD RD EL PASO TX 79912,"840 E Redd Rd, El Paso, TX 79912, United States","Dr. Octvaio E. Gutierrez, MD",Hillside Primary Care,0.46,Same address group but different phone numbers and no website for provider; linking to the only identified clinic at this address.,515,162.0
8500 BOEING DR EL PASO TX 79925,"8500 Boeing Dr, El Paso, TX 79925, United States","Dr. Gerardo J. Moreira, MD",CHAMPS CLINIC EMERGENCE HEALTH,0.76,"Provider shares the same phone number (915-629-2665) as CHAMPS CLINIC EMERGENCE HEALTH, indicating direct association.",511,504.0
8500 BOEING DR EL PASO TX 79925,"8500 Boeing Dr, El Paso, TX 79925, United States",Gaytan Jr Osvaldo MD,CHAMPS CLINIC EMERGENCE HEALTH,0.76,"Provider shares the same phone number (915-629-2665) as CHAMPS CLINIC EMERGENCE HEALTH, indicating direct association.",512,504.0
8500 BOEING DR EL PASO TX 79925,"8500 Boeing Dr, El Paso, TX 79925, United States","Dr. Eugenio Chavez-Rice, MD",CHAMPS CLINIC EMERGENCE HEALTH,0.76,"Provider shares the same phone number (915-629-2665) as CHAMPS CLINIC EMERGENCE HEALTH, indicating direct association.",513,504.0
9398 VISCOUNT BLVD STE 4-C EL PASO TX 79925,"9398 Viscount Blvd Suite 4-C, El Paso, TX 79925, United States",Dr. Benjamin Gonzalez MD,Family Medicine Associates of El Paso,0.93,Provider shares the same phone number and website domain as Family Medicine Associates of El Paso.,671,171.0
9411 DYER ST STE B EL PASO TX 79924,"9411 Dyer St suite b, El Paso, TX 79924, United States","Caleb Janosz, MD",1st Med,0.92,Provider shares the same phone number and website as 1st Med at this address,302,245.0
9555 DIANA DR EL PASO TX 79924,"9555 Diana Dr, El Paso, TX 79924, United States","Dr. Alex F. Salazar, MD",El Paso Provider Group,0.75,"Provider and El Paso Provider Group share the same phone number, indicating affiliation",330,718.0
9740 DYER ST EL PASO TX 79924,"9740 Dyer St, El Paso, TX 79924, United States",Dr. Linda K. Velasquez,Northeast Family Clinic and Pediatrics,0.94,"Provider shares the same phone number as the clinic, indicating affiliation at this address.",784,279.0
9839 KENWORTHY ST EL PASO TX 79924,"9839 Kenworthy St, El Paso, TX 79924, United States","Juan Castillo, MD",UMC - Northeast Clinic,0.67,Provider listed on UMC 'find-a-facility' and shares the Northeast site phone prefix; most likely associated with the general Northeast Clinic rather than the specific rehabilitation department.,785,110.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States","Dr. Jennifer C. Molokwu, MD",Texas Tech Physicians of El Paso at Kenworthy,0.6,Provider record grouped at same address; best overall matching facility is Texas Tech Physicians of El Paso at Kenworthy,303,129.0
9849 KENWORTHY ST EL PASO TX 79924,"9849 Kenworthy St, El Paso, TX 79924, United States",Martin Charmaine MD,Texas Tech Physicians of El Paso at Kenworthy,0.75,Same phone number (915-215-5500) as Texas Tech Physicians at Kenworthy,313,129.0
